,user_id,activity,start_time,end_time
40,8b7f187a-074f-4aa1-8ec7-600457b745ff,meditation,2022-03-24 15:15:32,2022-03-24 15:22:44
41,ccff4a22-d936-48d1-b195-1619226e1c28,walking,2022-03-24 15:28:18,2022-03-24 15:36:47
42,d2fae8ab-b49a-41c8-a5fe-d6ec474ccf5b,running,2022-03-24 15:41:40,2022-03-24 15:48:01
43,9eb2a35d-7e1f-4232-b210-5ea94af5f219,walking,2022-03-24 16:00:18,2022-03-24 16:06:19
44,8c0b856f-b979-4d1b-9933-856661874f41,running,2022-03-24 16:14:05,2022-03-24 16:22:58
45,d4665e30-5866-4224-b1ba-a49a72a6f948,meditation,2022-03-24 16:20:07,2022-03-24 16:29:25
46,2f77f801-b448-40cf-9f0a-8cf91354453d,walking,2022-03-24 16:31:52,2022-03-24 16:37:37
47,75052213-43b2-4827-a3d7-d670bcc8c3cc,running,2022-03-24 16:47:00,2022-03-24 16:56:51
48,114b8f03-b997-4c9f-abc0-fe196dcf48e8,running,2022-03-24 17:00:16,2022-03-24 17:07:09
49,b365b0f0-4695-4dd7-9779-d2436c2a5198,running,2022-03-24 17:17:37,2022-03-24 17:24:27
50,348f8d18-a28a-4d50-bdea-3e409760bb81,aerobics,2022-03-24 17:28:35,2022-03-24 17:37:59
51,f81f5ea0-dd7d-4924-ab57-01ba6cd1a014,meditation,2022-03-24 17:38:08,2022-03-24 17:48:06
52,10cbe053-86c3-46ae-9e4d-5ed30d38d42b,walking,2022-03-24 17:51:57,2022-03-24 17:57:24
53,aa5d9447-2e09-44ad-92c1-73fa9117858d,walking,2022-03-24 18:10:13,2022-03-24 18:20:01
54,f81f5ea0-dd7d-4924-ab57-01ba6cd1a014,running,2022-03-24 18:27:23,2022-03-24 18:36:38
55,8b7f187a-074f-4aa1-8ec7-600457b745ff,walking,2022-03-24 18:38:21,2022-03-24 18:46:53
56,a96a87c8-c79a-463e-bb6b-fd1b63755b95,walking,2022-03-24 18:50:14,2022-03-24 18:56:26
57,a09dc520-40f5-4997-bec8-354320cc99a4,running,2022-03-24 18:56:53,2022-03-24 19:06:43
58,a96a87c8-c79a-463e-bb6b-fd1b63755b95,running,2022-03-24 19:08:48,2022-03-24 19:18:18
59,a09dc520-40f5-4997-bec8-354320cc99a4,pilates,2022-03-24 19:21:29,2022-03-24 19:27:33
60,a96a87c8-c79a-463e-bb6b-fd1b63755b95,pilates,2022-03-24 19:38:40,2022-03-24 19:44:35
61,63e51cc4-fcb5-4a3d-b6ac-4f6d6a8d0225,running,2022-03-24 19:50:55,2022-03-24 19:59:07
62,75052213-43b2-4827-a3d7-d670bcc8c3cc,meditation,2022-03-24 19:56:33,2022-03-24 20:06:07
63,b57e60ea-9832-4074-88a7-4da955764106,pilates,2022-03-24 20:09:58,2022-03-24 20:15:11
64,ccff4a22-d936-48d1-b195-1619226e1c28,running,2022-03-24 20:17:29,2022-03-24 20:25:02
65,49bd1de9-45f8-4397-80f5-2cc628b9de44,meditation,2022-03-24 20:25:54,2022-03-24 20:33:13
66,8c0b856f-b979-4d1b-9933-856661874f41,meditation,2022-03-24 20:38:26,2022-03-24 20:44:47
67,7d9acb03-5a81-4dcc-8d16-634e64bd942d,walking,2022-03-24 20:54:32,2022-03-24 21:03:43
68,f81f5ea0-dd7d-4924-ab57-01ba6cd1a014,aerobics,2022-03-24 21:02:10,2022-03-24 21:10:23
69,77542bc0-4b6e-4e28-8b68-4bb8188f5649,aerobics,2022-03-24 21:20:50,2022-03-24 21:26:54
70,64e19970-d38b-431a-89a3-c7f8764b4dce,walking,2022-03-24 21:38:21,2022-03-24 21:45:53
71,a96a87c8-c79a-463e-bb6b-fd1b63755b95,walking,2022-03-24 21:51:40,2022-03-24 21:58:18
72,8b7f187a-074f-4aa1-8ec7-600457b745ff,running,2022-03-24 22:11:31,2022-03-24 22:17:52
73,f270972b-ea6c-4146-aa76-33143dfc44b1,walking,2022-03-24 22:20:08,2022-03-24 22:27:21
74,e03d5854-730f-46e4-8056-8e7e103783e6,pilates,2022-03-24 22:29:06,2022-03-24 22:36:53
75,b57e60ea-9832-4074-88a7-4da955764106,walking,2022-03-24 22:48:52,2022-03-24 22:55:41
76,f270972b-ea6c-4146-aa76-33143dfc44b1,running,2022-03-24 23:01:37,2022-03-24 23:09:36
77,63e51cc4-fcb5-4a3d-b6ac-4f6d6a8d0225,walking,2022-03-24 23:14:38,2022-03-24 23:22:11
78,64e19970-d38b-431a-89a3-c7f8764b4dce,pilates,2022-03-24 23:27:39,2022-03-24 23:35:10
79,82f2b2af-d0d0-45b8-92ed-68400e1b4548,walking,2022-03-24 23:35:31,2022-03-24 23:40:54
80,9eb8b5f4-542a-441b-983b-5a276c2b9b1a,running,2022-03-24 23:43:03,2022-03-24 23:51:02
81,f3bb6923-7e0a-4e46-920b-45b0459f33d9,running,2022-03-24 23:58:27,2022-03-25 00:05:10
82,d6e1c55a-8717-4b0c-aed0-5293c3149d65,walking,2022-03-25 00:16:34,2022-03-25 00:24:39
83,ccff4a22-d936-48d1-b195-1619226e1c28,walking,2022-03-25 00:32:02,2022-03-25 00:39:55
84,6627d077-3dc2-4659-9d95-9c56d3775c11,running,2022-03-25 00:46:06,2022-03-25 00:52:23
85,114b8f03-b997-4c9f-abc0-fe196dcf48e8,running,2022-03-25 00:58:49,2022-03-25 01:06:13
86,10cbe053-86c3-46ae-9e4d-5ed30d38d42b,pilates,2022-03-25 01:11:07,2022-03-25 01:17:27
87,63d377e5-1fdf-4128-8618-31e887e62432,walking,2022-03-25 01:30:40,2022-03-25 01:36:39
88,a5ecd4a3-59ea-4666-bc25-f44b0de05f42,pilates,2022-03-25 01:45:15,2022-03-25 01:51:45
89,41d2e277-46f9-4c15-8bbc-6e26bfcdfe30,running,2022-03-25 01:51:40,2022-03-25 02:01:29
90,82f2b2af-d0d0-45b8-92ed-68400e1b4548,meditation,2022-03-25 02:07:10,2022-03-25 02:15:21
91,a09dc520-40f5-4997-bec8-354320cc99a4,pilates,2022-03-25 02:26:44,2022-03-25 02:36:29
92,63d377e5-1fdf-4128-8618-31e887e62432,meditation,2022-03-25 02:41:22,2022-03-25 02:47:14
93,64e19970-d38b-431a-89a3-c7f8764b4dce,pilates,2022-03-25 02:57:18,2022-03-25 03:05:06
94,f81f5ea0-dd7d-4924-ab57-01ba6cd1a014,running,2022-03-25 03:03:58,2022-03-25 03:09:31
95,57aeab35-015a-49df-8b92-c2a63e744f45,meditation,2022-03-25 03:11:13,2022-03-25 03:19:45
96,a96a87c8-c79a-463e-bb6b-fd1b63755b95,meditation,2022-03-25 03:29:49,2022-03-25 03:38:03
97,49bd1de9-45f8-4397-80f5-2cc628b9de44,walking,2022-03-25 03:45:32,2022-03-25 03:52:09
98,348f8d18-a28a-4d50-bdea-3e409760bb81,walking,2022-03-25 03:53:07,2022-03-25 04:02:01
99,afd0c7f4-364c-48a1-91aa-2f3bb3783a54,aerobics,2022-03-25 04:04:40,2022-03-25 04:14:05
100,d4665e30-5866-4224-b1ba-a49a72a6f948,running,2022-03-25 04:19:14,2022-03-25 04:27:26
101,8b7f187a-074f-4aa1-8ec7-600457b745ff,walking,2022-03-25 04:33:34,2022-03-25 04:41:42
102,e03d5854-730f-46e4-8056-8e7e103783e6,aerobics,2022-03-25 04:40:08,2022-03-25 04:45:53
103,d52126f9-3be7-464f-b038-efde16d5aaea,aerobics,2022-03-25 04:49:22,2022-03-25 04:57:25
104,75052213-43b2-4827-a3d7-d670bcc8c3cc,walking,2022-03-25 05:04:45,2022-03-25 05:11:53
105,7d9acb03-5a81-4dcc-8d16-634e64bd942d,pilates,2022-03-25 05:21:40,2022-03-25 05:31:12
106,f90dc92d-85fa-4f40-a6a8-3c9424df5a3e,running,2022-03-25 05:40:11,2022-03-25 05:45:27
107,64e19970-d38b-431a-89a3-c7f8764b4dce,pilates,2022-03-25 05:59:22,2022-03-25 06:08:23
108,1a212835-a7d8-4849-849c-3c21c9f54dc5,walking,2022-03-25 06:16:13,2022-03-25 06:22:25
109,b2742235-3a2a-4243-aaa7-5a8579c902ba,walking,2022-03-25 06:36:02,2022-03-25 06:44:59
110,e03d5854-730f-46e4-8056-8e7e103783e6,walking,2022-03-25 06:48:06,2022-03-25 06:56:55
111,f3bb6923-7e0a-4e46-920b-45b0459f33d9,meditation,2022-03-25 06:53:09,2022-03-25 06:58:18
112,114b8f03-b997-4c9f-abc0-fe196dcf48e8,walking,2022-03-25 07:04:10,2022-03-25 07:12:35
113,ccff4a22-d936-48d1-b195-1619226e1c28,meditation,2022-03-25 07:14:32,2022-03-25 07:21:20
114,9a8bb681-6b7f-40aa-b71a-abd03e8813f3,meditation,2022-03-25 07:33:33,2022-03-25 07:43:17
115,7d9acb03-5a81-4dcc-8d16-634e64bd942d,meditation,2022-03-25 07:42:39,2022-03-25 07:51:56
116,9eb8b5f4-542a-441b-983b-5a276c2b9b1a,running,2022-03-25 07:57:30,2022-03-25 08:07:01
117,f270972b-ea6c-4146-aa76-33143dfc44b1,aerobics,2022-03-25 08:15:09,2022-03-25 08:22:11
118,348f8d18-a28a-4d50-bdea-3e409760bb81,walking,2022-03-25 08:34:51,2022-03-25 08:44:16
119,9eb8b5f4-542a-441b-983b-5a276c2b9b1a,running,2022-03-25 08:41:38,2022-03-25 08:50:42
120,41d2e277-46f9-4c15-8bbc-6e26bfcdfe30,walking,2022-03-25 09:01:28,2022-03-25 09:07:27
121,d4665e30-5866-4224-b1ba-a49a72a6f948,walking,2022-03-25 09:15:25,2022-03-25 09:25:07
122,e03d5854-730f-46e4-8056-8e7e103783e6,running,2022-03-25 09:27:51,2022-03-25 09:33:13
123,82f2b2af-d0d0-45b8-92ed-68400e1b4548,running,2022-03-25 09:33:32,2022-03-25 09:38:47
124,63e51cc4-fcb5-4a3d-b6ac-4f6d6a8d0225,walking,2022-03-25 09:52:21,2022-03-25 10:00:17
125,afd0c7f4-364c-48a1-91aa-2f3bb3783a54,walking,2022-03-25 10:11:01,2022-03-25 10:20:09
126,2a8df99f-d13b-4bc5-be7f-bbc5ac1bd34e,running,2022-03-25 10:29:05,2022-03-25 10:38:09
127,9eb8b5f4-542a-441b-983b-5a276c2b9b1a,meditation,2022-03-25 10:38:25,2022-03-25 10:44:41
128,f270972b-ea6c-4146-aa76-33143dfc44b1,aerobics,2022-03-25 10:51:57,2022-03-25 11:00:24
129,f270972b-ea6c-4146-aa76-33143dfc44b1,meditation,2022-03-25 11:11:27,2022-03-25 11:18:51
130,4548b498-4553-4b74-a847-28122af1e3c6,running,2022-03-25 11:18:53,2022-03-25 11:28:16
131,114b8f03-b997-4c9f-abc0-fe196dcf48e8,running,2022-03-25 11:27:21,2022-03-25 11:37:12
132,ccff4a22-d936-48d1-b195-1619226e1c28,meditation,2022-03-25 11:42:24,2022-03-25 11:49:59
133,cef1e66a-97f8-46b3-8281-ec0e3969ac21,running,2022-03-25 11:57:23,2022-03-25 12:03:18
134,d52126f9-3be7-464f-b038-efde16d5aaea,running,2022-03-25 12:15:57,2022-03-25 12:25:13
135,f81f5ea0-dd7d-4924-ab57-01ba6cd1a014,pilates,2022-03-25 12:33:27,2022-03-25 12:42:40
136,afd0c7f4-364c-48a1-91aa-2f3bb3783a54,walking,2022-03-25 12:42:18,2022-03-25 12:50:35
137,77542bc0-4b6e-4e28-8b68-4bb8188f5649,walking,2022-03-25 12:57:02,2022-03-25 13:04:39
138,a5ecd4a3-59ea-4666-bc25-f44b0de05f42,walking,2022-03-25 13:04:12,2022-03-25 13:12:50
139,b2742235-3a2a-4243-aaa7-5a8579c902ba,walking,2022-03-25 13:13:06,2022-03-25 13:19:50
140,49bd1de9-45f8-4397-80f5-2cc628b9de44,running,2022-03-25 13:32:34,2022-03-25 13:41:41
141,4548b498-4553-4b74-a847-28122af1e3c6,running,2022-03-25 13:40:49,2022-03-25 13:48:11
142,41d2e277-46f9-4c15-8bbc-6e26bfcdfe30,walking,2022-03-25 13:53:19,2022-03-25 13:58:24
143,e03d5854-730f-46e4-8056-8e7e103783e6,running,2022-03-25 14:04:14,2022-03-25 14:12:56
144,8b7f187a-074f-4aa1-8ec7-600457b745ff,running,2022-03-25 14:21:11,2022-03-25 14:30:22
145,d52126f9-3be7-464f-b038-efde16d5aaea,running,2022-03-25 14:38:26,2022-03-25 14:45:07
146,2a8df99f-d13b-4bc5-be7f-bbc5ac1bd34e,running,2022-03-25 14:58:02,2022-03-25 15:06:17
147,57aeab35-015a-49df-8b92-c2a63e744f45,running,2022-03-25 15:14:22,2022-03-25 15:24:07
148,64e19970-d38b-431a-89a3-c7f8764b4dce,meditation,2022-03-25 15:28:13,2022-03-25 15:37:54
149,6b8dc516-bfe9-4c28-91d0-5829f2f3d5e5,walking,2022-03-25 15:38:36,2022-03-25 15:44:26
150,41000934-a253-409b-a6bc-2335cc57f54e,meditation,2022-03-25 15:45:53,2022-03-25 15:53:03
151,f270972b-ea6c-4146-aa76-33143dfc44b1,pilates,2022-03-25 16:02:39,2022-03-25 16:09:10
152,8c0b856f-b979-4d1b-9933-856661874f41,walking,2022-03-25 16:11:35,2022-03-25 16:20:00
153,aa5d9447-2e09-44ad-92c1-73fa9117858d,pilates,2022-03-25 16:24:41,2022-03-25 16:30:45
154,a3aa913d-fe9a-424c-ac26-42ec19e67494,running,2022-03-25 16:44:24,2022-03-25 16:51:22
155,9008fb68-548d-48a6-9f6e-5f2ea83dc587,walking,2022-03-25 16:57:49,2022-03-25 17:07:09
156,9eb2a35d-7e1f-4232-b210-5ea94af5f219,walking,2022-03-25 17:17:24,2022-03-25 17:26:36
157,a3aa913d-fe9a-424c-ac26-42ec19e67494,walking,2022-03-25 17:25:10,2022-03-25 17:32:17
158,f270972b-ea6c-4146-aa76-33143dfc44b1,walking,2022-03-25 17:32:37,2022-03-25 17:38:57
159,63e51cc4-fcb5-4a3d-b6ac-4f6d6a8d0225,meditation,2022-03-25 17:43:34,2022-03-25 17:50:40
160,d4665e30-5866-4224-b1ba-a49a72a6f948,pilates,2022-03-25 17:51:11,2022-03-25 18:00:37
161,d2fae8ab-b49a-41c8-a5fe-d6ec474ccf5b,running,2022-03-25 18:02:45,2022-03-25 18:09:46
162,41d2e277-46f9-4c15-8bbc-6e26bfcdfe30,aerobics,2022-03-25 18:21:32,2022-03-25 18:29:34
163,63d377e5-1fdf-4128-8618-31e887e62432,walking,2022-03-25 18:37:47,2022-03-25 18:46:46
164,ccff4a22-d936-48d1-b195-1619226e1c28,walking,2022-03-25 18:50:21,2022-03-25 18:57:17
165,ccff4a22-d936-48d1-b195-1619226e1c28,aerobics,2022-03-25 18:56:27,2022-03-25 19:04:43
166,10cbe053-86c3-46ae-9e4d-5ed30d38d42b,meditation,2022-03-25 19:14:52,2022-03-25 19:22:41
167,a09dc520-40f5-4997-bec8-354320cc99a4,aerobics,2022-03-25 19:21:37,2022-03-25 19:27:21
168,a09dc520-40f5-4997-bec8-354320cc99a4,running,2022-03-25 19:34:29,2022-03-25 19:41:36
169,82f2b2af-d0d0-45b8-92ed-68400e1b4548,meditation,2022-03-25 19:46:13,2022-03-25 19:53:02
170,10cbe053-86c3-46ae-9e4d-5ed30d38d42b,pilates,2022-03-25 20:02:40,2022-03-25 20:11:58
171,cef1e66a-97f8-46b3-8281-ec0e3969ac21,running,2022-03-25 20:17:21,2022-03-25 20:23:48
172,8c0b856f-b979-4d1b-9933-856661874f41,meditation,2022-03-25 20:33:38,2022-03-25 20:42:27
173,f270972b-ea6c-4146-aa76-33143dfc44b1,meditation,2022-03-25 20:43:09,2022-03-25 20:48:34
174,d4665e30-5866-4224-b1ba-a49a72a6f948,pilates,2022-03-25 20:53:24,2022-03-25 21:02:16
175,9eb2a35d-7e1f-4232-b210-5ea94af5f219,pilates,2022-03-25 21:04:47,2022-03-25 21:12:19
176,8c0b856f-b979-4d1b-9933-856661874f41,pilates,2022-03-25 21:19:13,2022-03-25 21:27:28
177,9eb8b5f4-542a-441b-983b-5a276c2b9b1a,walking,2022-03-25 21:37:50,2022-03-25 21:43:56
178,f81f5ea0-dd7d-4924-ab57-01ba6cd1a014,walking,2022-03-25 21:47:12,2022-03-25 21:52:52
179,8c0b856f-b979-4d1b-9933-856661874f41,walking,2022-03-25 22:05:40,2022-03-25 22:13:13
180,41d2e277-46f9-4c15-8bbc-6e26bfcdfe30,walking,2022-03-25 22:14:17,2022-03-25 22:24:11
181,63d377e5-1fdf-4128-8618-31e887e62432,walking,2022-03-25 22:22:15,2022-03-25 22:31:53
182,63e51cc4-fcb5-4a3d-b6ac-4f6d6a8d0225,running,2022-03-25 22:37:39,2022-03-25 22:45:23
183,348f8d18-a28a-4d50-bdea-3e409760bb81,running,2022-03-25 22:54:18,2022-03-25 23:02:20
184,e4e8ba2d-96cd-4177-811d-d589a1db84b1,aerobics,2022-03-25 23:13:24,2022-03-25 23:20:53
185,7d9acb03-5a81-4dcc-8d16-634e64bd942d,meditation,2022-03-25 23:30:21,2022-03-25 23:36:16
186,348f8d18-a28a-4d50-bdea-3e409760bb81,running,2022-03-25 23:39:16,2022-03-25 23:48:00
187,4548b498-4553-4b74-a847-28122af1e3c6,walking,2022-03-25 23:50:55,2022-03-25 23:57:51
188,41d2e277-46f9-4c15-8bbc-6e26bfcdfe30,walking,2022-03-26 00:07:17,2022-03-26 00:13:49
189,8c0b856f-b979-4d1b-9933-856661874f41,walking,2022-03-26 00:26:54,2022-03-26 00:35:04
190,afd0c7f4-364c-48a1-91aa-2f3bb3783a54,walking,2022-03-26 00:40:05,2022-03-26 00:49:14
191,d52126f9-3be7-464f-b038-efde16d5aaea,running,2022-03-26 00:53:43,2022-03-26 01:02:47
192,a3aa913d-fe9a-424c-ac26-42ec19e67494,aerobics,2022-03-26 01:05:03,2022-03-26 01:13:42
193,2a8df99f-d13b-4bc5-be7f-bbc5ac1bd34e,meditation,2022-03-26 01:21:24,2022-03-26 01:29:21
194,a09dc520-40f5-4997-bec8-354320cc99a4,running,2022-03-26 01:32:43,2022-03-26 01:40:42
195,9a8bb681-6b7f-40aa-b71a-abd03e8813f3,walking,2022-03-26 01:49:16,2022-03-26 01:55:31
196,63e51cc4-fcb5-4a3d-b6ac-4f6d6a8d0225,meditation,2022-03-26 01:55:06,2022-03-26 02:01:01
197,8c0b856f-b979-4d1b-9933-856661874f41,walking,2022-03-26 02:04:43,2022-03-26 02:13:55
198,f81f5ea0-dd7d-4924-ab57-01ba6cd1a014,meditation,2022-03-26 02:20:44,2022-03-26 02:29:52
199,ccff4a22-d936-48d1-b195-1619226e1c28,walking,2022-03-26 02:26:28,2022-03-26 02:33:36
200,82f2b2af-d0d0-45b8-92ed-68400e1b4548,walking,2022-03-26 02:45:14,2022-03-26 02:54:10
201,10cbe053-86c3-46ae-9e4d-5ed30d38d42b,pilates,2022-03-26 02:58:45,2022-03-26 03:08:44
202,b2742235-3a2a-4243-aaa7-5a8579c902ba,running,2022-03-26 03:08:48,2022-03-26 03:18:22
203,64e19970-d38b-431a-89a3-c7f8764b4dce,walking,2022-03-26 03:19:43,2022-03-26 03:25:24
204,8c0b856f-b979-4d1b-9933-856661874f41,aerobics,2022-03-26 03:35:47,2022-03-26 03:43:46
205,114b8f03-b997-4c9f-abc0-fe196dcf48e8,meditation,2022-03-26 03:55:05,2022-03-26 04:01:07
206,a3aa913d-fe9a-424c-ac26-42ec19e67494,walking,2022-03-26 04:11:58,2022-03-26 04:17:24
207,114b8f03-b997-4c9f-abc0-fe196dcf48e8,meditation,2022-03-26 04:18:32,2022-03-26 04:28:24
208,64e19970-d38b-431a-89a3-c7f8764b4dce,walking,2022-03-26 04:26:21,2022-03-26 04:35:28
209,8b7f187a-074f-4aa1-8ec7-600457b745ff,meditation,2022-03-26 04:42:05,2022-03-26 04:48:32
210,7d9acb03-5a81-4dcc-8d16-634e64bd942d,pilates,2022-03-26 04:53:14,2022-03-26 05:01:27
211,57aeab35-015a-49df-8b92-c2a63e744f45,walking,2022-03-26 05:03:59,2022-03-26 05:12:27
212,a96a87c8-c79a-463e-bb6b-fd1b63755b95,aerobics,2022-03-26 05:16:10,2022-03-26 05:23:26
213,a09dc520-40f5-4997-bec8-354320cc99a4,pilates,2022-03-26 05:36:08,2022-03-26 05:45:45
214,b2742235-3a2a-4243-aaa7-5a8579c902ba,running,2022-03-26 05:47:44,2022-03-26 05:54:30
215,6627d077-3dc2-4659-9d95-9c56d3775c11,walking,2022-03-26 05:58:07,2022-03-26 06:04:21
216,a3aa913d-fe9a-424c-ac26-42ec19e67494,running,2022-03-26 06:12:05,2022-03-26 06:18:03
217,7d9acb03-5a81-4dcc-8d16-634e64bd942d,walking,2022-03-26 06:27:41,2022-03-26 06:34:46
218,a09dc520-40f5-4997-bec8-354320cc99a4,pilates,2022-03-26 06:46:53,2022-03-26 06:55:47
219,aa5d9447-2e09-44ad-92c1-73fa9117858d,walking,2022-03-26 06:53:05,2022-03-26 07:00:38
220,4548b498-4553-4b74-a847-28122af1e3c6,running,2022-03-26 07:07:13,2022-03-26 07:17:10
221,1682a0bd-ec3c-42e2-99cb-500048b0e418,aerobics,2022-03-26 07:16:05,2022-03-26 07:21:19
222,e03d5854-730f-46e4-8056-8e7e103783e6,meditation,2022-03-26 07:28:14,2022-03-26 07:35:48
223,64e19970-d38b-431a-89a3-c7f8764b4dce,walking,2022-03-26 07:37:46,2022-03-26 07:47:16
224,77542bc0-4b6e-4e28-8b68-4bb8188f5649,walking,2022-03-26 07:48:40,2022-03-26 07:57:28
225,64e19970-d38b-431a-89a3-c7f8764b4dce,walking,2022-03-26 08:06:15,2022-03-26 08:11:20
226,2f77f801-b448-40cf-9f0a-8cf91354453d,walking,2022-03-26 08:15:02,2022-03-26 08:24:47
227,b2742235-3a2a-4243-aaa7-5a8579c902ba,walking,2022-03-26 08:29:43,2022-03-26 08:38:59
228,8b7f187a-074f-4aa1-8ec7-600457b745ff,aerobics,2022-03-26 08:37:03,2022-03-26 08:46:46
229,41d2e277-46f9-4c15-8bbc-6e26bfcdfe30,aerobics,2022-03-26 08:51:35,2022-03-26 09:01:24
230,a96a87c8-c79a-463e-bb6b-fd1b63755b95,walking,2022-03-26 09:05:55,2022-03-26 09:13:19
231,2a8df99f-d13b-4bc5-be7f-bbc5ac1bd34e,meditation,2022-03-26 09:21:08,2022-03-26 09:29:14
232,2f77f801-b448-40cf-9f0a-8cf91354453d,running,2022-03-26 09:31:38,2022-03-26 09:39:18
233,82f2b2af-d0d0-45b8-92ed-68400e1b4548,walking,2022-03-26 09:40:58,2022-03-26 09:46:15
234,e03d5854-730f-46e4-8056-8e7e103783e6,running,2022-03-26 09:53:17,2022-03-26 10:01:27
235,6627d077-3dc2-4659-9d95-9c56d3775c11,walking,2022-03-26 10:00:48,2022-03-26 10:09:55
236,2f77f801-b448-40cf-9f0a-8cf91354453d,walking,2022-03-26 10:20:05,2022-03-26 10:28:48
237,9eb2a35d-7e1f-4232-b210-5ea94af5f219,pilates,2022-03-26 10:26:32,2022-03-26 10:34:54
238,d4665e30-5866-4224-b1ba-a49a72a6f948,running,2022-03-26 10:46:01,2022-03-26 10:51:21
